station,date_time,longitude,latitude,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],overlap_count,유분[mg/L],부유물질 농도[mg/L]
강릉연안6_연안,2009-08-01,129.0372222,37.71666667,238.067,32.5,22.53,0.328,4.8,7.5247,8.14,58.432,1.234,2.95232,7.65902,12.0,13.024,0.661333,4.131,13.7654,4.0,,
강릉연안7_연안,2009-05-01,128.9952778,37.75083333,183.847,33.84,12.85,1.654,7.2,9.1375,8.13,221.205,1.44,4.38,3.139,7.5,6.274,0.456693,1.695,20.889,4.0,,
가막만1_환경관리,2010-02-01,127.73417,34.7225,156.0,32.66,5.59,3.6,19.2,10.93,8.1,123.0,3.0,11.0,61.0,2.3,104.0,0.12,40.0,19.0,8.0,,
강릉연안7_연안,2010-02-01,128.9952778,37.75083333,235.0,33.86,6.91,0.972,11.6,9.74286,8.09,291.0,2.0,17.0,102.0,9.0,116.0,0.3893,12.0,19.0,4.0,,
강릉연안7_연안,2010-11-01,128.9952778,37.75083333,211.557,32.91,17.06,1.348,4.0,8.78612,8.18,154.0,4.0,6.0,47.0,12.0,134.0,0.714667,83.0,41.0,4.0,,
가막만1_환경관리,2011-02-22,127.73417,34.7225,186.215,33.6325,6.3094,5.336,15.6,11.1156,8.2003,122.472,0.91,9.579,3.276,1.3,28.812,1.12031,24.626,31.651,8.0,,
강릉연안6_연안,2011-08-04,129.0372222,37.71666667,213.108,31.8533,21.2518,4.727,2.8,10.7315,8.22,85.54,0.329,0.093,5.621,2.0,18.123,2.32617,12.173,11.749,4.0,,
강릉연안7_연안,2011-05-03,128.9952778,37.75083333,201.028,34.04,13.86,0.435,4.8,8.99341,8.22,189.322,2.0548,5.71676,37.416,7.0,81.2785,1.30667,41.8077,26.8854,4.0,,
가막만1_환경관리,2012-02-29,127.73417,34.7225,326.0,33.7,5.85,2.11,8.3,10.3,8.24,82.6,1.0,0.3,8.0,3.4,14.7,1.93,5.7,38.7,8.0,,
강릉연안7_연안,2012-08-08,128.9952778,37.75083333,145.0,32.14,26.26,0.81,5.2,7.93,8.28,12.6,1.1,1.8,12.9,4.0,17.1,1.86,3.1,12.4,4.0,,
거제도남안1_연안,2012-05-07,128.5580556,34.81333333,163.6,33.79,16.4,2.18,3.7,9.18,8.25,131.3,0.0,1.0,0.0,6.5,1.8,0.22,1.8,14.5,4.0,,
가막만1_환경관리,2013-02-23,127.73417,34.7225,194.2,32.98,7.42,13.65,10.0,10.74,8.41,36.6,1.8,4.5,11.0,2.2,28.5,1.41,15.7,25.5,8.0,,
강릉연안7_연안,2013-02-21,128.9952778,37.75083333,273.1,34.16,9.4,1.8,1.6,8.85,8.02,274.2,4.4,10.8,88.1,10.0,95.2,0.45,2.7,14.3,4.0,,
강릉연안7_연안,2013-11-08,128.9952778,37.75083333,125.5,33.46,17.41,1.54,4.5,8.14,8.24,131.3,3.4,2.8,16.5,9.0,23.9,0.58,4.1,8.3,4.0,,
가로림연안1_연안,2014-02-23,126.3269444,36.94638889,342.1,31.45,4.18,1.33,4.5,11.16,8.04,363.1,1.6,23.1,109.6,1.1,114.3,0.86,3.1,33.3,4.0,,
가로림연안4_연안,2014-02-23,126.3336111,36.9225,398.6,31.45,4.19,1.57,44.0,11.09,8.04,360.4,1.4,23.5,107.5,1.0,154.7,1.09,45.7,35.2,8.0,,
강릉연안4_연안,2014-02-25,128.9316667,37.80638889,292.0,34.19,8.73,1.13,2.0,9.92,8.22,273.7,3.6,8.9,68.5,11.0,73.4,0.19,1.4,15.5,4.0,,
강릉연안4_연안,2014-11-06,128.9316667,37.80638889,184.0,33.53,17.14,0.47,0.2,8.11,8.15,133.7,0.8,3.3,8.9,11.0,11.3,1.02,1.5,8.7,4.0,,
가로림연안1_연안,2015-02-15,126.3269444,36.94638889,379.06,32.0841,3.5593,1.092,16.2,10.5407,8.17,375.6,1.792,24.025,190.232,1.5,194.012,1.49709,1.988,41.7409,4.0,,
가로림연안4_연안,2015-02-15,126.3336111,36.9225,384.477,32.098,3.4265,1.02,15.2,10.7262,8.2,368.7,1.89,23.901,168.588,1.5,172.9,1.43104,2.422,40.5083,8.0,,
강릉연안4_연안,2015-02-11,128.9316667,37.80638889,219.406,34.0906,5.4163,2.12,1.5,10.5267,8.13,182.2,2.8,9.982,59.332,11.0,74.032,0.601754,11.9,18.7668,4.0,,
강릉연안4_연안,2015-11-21,128.9316667,37.80638889,184.121,32.7938,13.3565,0.626,1.6,9.14487,8.2,212.324,1.778,4.867,29.316,12.0,43.232,0.930424,12.138,9.92372,4.0,,
가로림연안1_연안,2016-02-01,126.3269444,36.94638889,423.8,32.05,3.88,2.42,9.4,11.42,8.27,472.9,1.1,22.3,179.2,0.5,183.8,1.21,3.4,43.4,4.0,,
가로림연안4_연안,2016-02-01,126.3336111,36.9225,410.9,32.03,3.9,3.96,11.4,11.48,8.3,474.6,1.3,20.3,152.4,0.5,156.4,1.04,2.7,21.7,8.0,,
강릉연안4_연안,2016-02-01,128.9316667,37.80638889,222.8,33.89,6.03,0.38,16.8,10.83,8.23,260.5,4.1,11.1,82.7,9.5,94.4,0.51,7.6,15.2,4.0,,
강릉연안4_연안,2016-11-01,128.9316667,37.80638889,165.3,33.25,12.46,1.49,6.6,8.53,8.29,102.9,1.2,3.6,11.2,10.0,16.8,0.65,4.4,10.7,4.0,,
가막만1_환경관리,2007-02-01,127.73417,34.7225,631.0,33.61,7.47,2.68,6.6,7.84,8.21,229.0,5.0,15.0,259.0,2.8,282.0,1.1,18.0,32.0,8.0,,
가막만2_환경관리,2007-05-01,127.68833,34.68917,561.0,33.98,18.14,1.63242,6.6,10.11,8.31,51.8616,2.226,14.7157,41.16,2.8,55.174,0.559888,11.788,50.0,4.0,,
강구연안2_연안,2007-05-01,129.3975,36.35,140.688,31.74,14.9,3.43378,15.4,9.83,8.08,45.881,2.75931,1.6547,23.0089,8.0,30.1714,1.01878,4.40316,15.404,6.0,,
거제도동안1_연안,2007-11-01,128.7333333,34.90944444,211.0,32.6,16.89,1.35,3.9,8.98,7.92,95.0,6.0,26.0,10.0,7.0,35.0,1.48,19.0,32.0,4.0,,
거제도동안2_연안,2007-11-01,128.6797222,34.79861111,269.0,33.43,16.94,3.23,2.6,7.52,7.84,397.0,4.0,27.0,89.0,6.5,109.0,1.35,15.0,33.0,4.0,,
가막만1_환경관리,2008-02-01,127.73417,34.7225,660.0,33.65,4.08,6.17,11.6,10.54,8.21,31.0,1.0,7.0,18.0,2.5,40.0,0.94,22.0,40.0,8.0,,
가막만2_환경관리,2008-05-01,127.68833,34.68917,616.0,34.0,17.18,1.87,16.8,7.78,8.13,41.0,1.0,0.0,27.0,1.4,43.0,1.52,15.0,25.0,4.0,,
강구연안2_연안,2008-08-01,129.3975,36.35,142.365,33.18,23.41,2.1729,4.6,8.74,8.01,35.4944,0.857565,9.16832,11.3155,13.0,52.5382,1.03875,40.365,17.6429,5.0,,
거제도동안2_연안,2008-05-01,128.6797222,34.79861111,205.0,34.22,15.19,1.55,5.6,8.52,8.13,168.0,1.0,10.0,13.0,4.0,27.0,0.83,13.0,27.0,4.0,,
거제도동안3_연안,2008-05-01,128.7744444,34.76805556,190.0,34.2,15.11,1.25,5.7,8.99,8.07,194.0,0.0,11.0,13.0,3.0,34.0,1.1,20.0,24.0,4.0,,
가막만1_환경관리,2009-02-01,127.73417,34.7225,714.0,33.45,7.17,3.64,24.8,8.66,7.92,142.0,2.0,11.0,19.0,2.2,34.0,0.46,13.0,33.0,8.0,,
가막만2_환경관리,2009-05-01,127.68833,34.68917,478.0,33.65,18.89,3.44,71.6,8.17,8.1,389.0,1.0,5.0,35.0,2.8,46.0,0.77,10.0,21.0,4.0,,
감포연안4_연안,2009-11-01,129.5005556,35.74638889,188.0,33.03,16.57,0.81,4.6,7.97288,8.1,291.0,7.0,9.0,50.0,3.5,70.0,0.4,13.0,33.0,7.0,,
거제도남안3_연안,2009-05-01,128.5402778,34.72277778,345.0,33.96,15.41,1.1293,1.0,8.51,8.13,137.0,5.0,3.0,19.0,7.0,41.0,0.45,17.0,20.0,4.0,,
거제도남안4_연안,2009-05-01,128.6427778,34.67388889,359.0,33.97,14.39,0.7786,3.2,8.4,8.1,179.0,2.0,4.0,47.0,5.0,65.0,0.9,16.0,22.0,4.0,,
가막만1_환경관리,2010-02-01,127.73417,34.7225,156.0,32.66,5.59,3.6,19.2,10.93,8.1,123.0,3.0,11.0,61.0,2.3,104.0,0.12,40.0,19.0,8.0,,
가막만2_환경관리,2010-05-01,127.68833,34.68917,76.0,33.27,17.69,1.67,15.2,8.63,8.23,58.0,2.0,5.0,22.0,1.0,30.0,0.65,5.0,9.0,4.0,,
감포연안4_연안,2010-11-01,129.5005556,35.74638889,454.517,33.56,19.28,1.384,10.8,8.69044,8.2,185.0,4.0,6.0,47.0,5.0,88.0,0.368,37.0,8.0,6.0,,
거제도남안3_연안,2010-11-01,128.5402778,34.72277778,180.524,32.8,18.3,0.8533,6.8,7.51,7.51,309.257,9.926,5.5645,50.323,5.0,72.4276,0.08,12.1786,40.3,4.0,,
거제도남안4_연안,2010-11-01,128.6427778,34.67388889,231.574,32.92,18.45,0.784,5.4,7.34,7.94,268.702,8.2208,0.31,72.1336,4.0,93.912,0.76,13.5576,27.3172,4.0,,
가막만1_환경관리,2011-02-22,127.73417,34.7225,186.215,33.6325,6.3094,5.336,15.6,11.1156,8.2003,122.472,0.91,9.579,3.276,1.3,28.812,1.12031,24.626,31.651,8.0,,
가막만2_환경관리,2011-05-19,127.68833,34.68917,232.586,33.5388,18.95,3.335,4.8,5.97613,8.029,460.789,0.316359,7.85182,2.96553,3.0,18.7939,0.701456,15.512,16.4162,4.0,,
감포연안4_연안,2011-11-12,129.5005556,35.74638889,352.541,33.766,20.0924,0.638,4.2,5.88399,8.24,203.336,3.199,7.223,28.616,6.0,53.039,0.410938,21.224,26.1485,7.0,,
거제도남안2_연안,2011-11-09,128.52,34.78083333,251.516,32.98,18.1,4.5212,2.4,6.80489,8.06,695.898,12.32,26.908,39.165,3.5,91.378,0.703972,39.893,28.437,4.0,,
거제도남안3_연안,2011-11-07,128.5402778,34.72277778,280.1,33.18,16.63,1.24,5.2,,8.06,430.2,9.5,18.0,84.0,4.5,110.4,0.05,17.0,21.2,4.0,,
가막만1_환경관리,2012-02-29,127.73417,34.7225,326.0,33.7,5.85,2.11,8.3,10.3,8.24,82.6,1.0,0.3,8.0,3.4,14.7,1.93,5.7,38.7,8.0,,
가막만2_환경관리,2012-05-11,127.68833,34.68917,184.2,33.03,16.8,5.16,12.9,9.29,8.38,6.6,0.0,0.8,0.2,1.5,2.6,1.53,2.4,18.4,4.0,,
감포연안4_연안,2012-11-25,129.5005556,35.74638889,228.4,33.31,15.2,0.9,2.6,7.48,8.03,355.0,8.3,16.0,97.3,7.0,111.4,0.39,5.7,17.4,5.0,,
거제도동안1_연안,2012-05-07,128.7333333,34.90944444,217.6,32.71,16.15,5.89,3.8,9.92,8.33,61.3,4.4,0.5,5.7,2.8,10.9,1.73,0.8,11.5,4.0,,
거제도동안2_연안,2012-05-08,128.6797222,34.79861111,177.8,34.06,14.9,3.28,3.5,9.06,8.23,109.2,1.0,0.0,4.0,3.6,6.6,1.04,1.5,13.3,4.0,,
가막만1_환경관리,2013-02-23,127.73417,34.7225,194.2,32.98,7.42,13.65,10.0,10.74,8.41,36.6,1.8,4.5,11.0,2.2,28.5,1.41,15.7,25.5,8.0,,
가막만2_환경관리,2013-05-22,127.68833,34.68917,83.4,33.21,19.82,0.26,8.75,8.13,8.13,87.1,0.5,0.6,0.4,4.1,3.9,1.18,2.9,4.0,4.0,,
감포연안4_연안,2013-11-15,129.5005556,35.74638889,177.8,33.75,18.01,2.41,4.6,8.45,8.16,254.9,6.4,10.0,60.3,6.0,68.8,0.69,2.1,16.0,6.0,,
거제도남안3_연안,2013-11-03,128.5402778,34.72277778,206.3,33.51,20.42,1.04,0.0,6.38,8.1,381.5,24.7,14.9,61.5,2.8,94.5,0.95,8.4,15.9,4.0,,
거제도남안4_연안,2013-11-03,128.6427778,34.67388889,120.9,33.67,20.85,1.3,4.5,7.25,8.18,104.8,3.2,2.8,14.4,13.3,22.0,0.86,4.4,3.2,4.0,,
가로림연안1_연안,2014-02-23,126.3269444,36.94638889,342.1,31.45,4.18,1.33,4.5,11.16,8.04,363.1,1.6,23.1,109.6,1.1,114.3,0.86,3.1,33.3,4.0,,
가로림연안4_연안,2014-02-23,126.3336111,36.9225,398.6,31.45,4.19,1.57,44.0,11.09,8.04,360.4,1.4,23.5,107.5,1.0,154.7,1.09,45.7,35.2,8.0,,
가로림연안5_연안,2014-05-23,126.3225,36.97083333,465.2,31.25,12.35,1.86,18.4,9.48,8.04,222.0,4.4,14.9,163.3,0.8,179.8,0.75,12.1,24.7,4.0,,
감포연안1_연안,2014-11-10,129.5108333,35.79805556,276.7,33.14,18.63,2.5,0.8,7.98,8.12,234.9,3.7,6.2,32.5,5.0,38.4,0.89,2.2,14.9,6.0,,
강릉연안7_연안,2014-11-06,128.9952778,37.75083333,176.6,33.39,17.63,2.53,0.4,8.62,8.17,53.1,0.2,2.7,1.8,9.0,2.3,0.94,0.3,8.1,4.0,,
거제도남안1_연안,2014-11-07,128.5580556,34.81333333,261.7,32.25,18.66,4.06,2.8,8.33,8.18,752.8,15.9,15.8,51.4,4.5,70.7,1.17,3.4,26.0,4.0,,
가로림연안1_연안,2015-02-15,126.3269444,36.94638889,379.06,32.0841,3.5593,1.092,16.2,10.5407,8.17,375.6,1.792,24.025,190.232,1.5,194.012,1.49709,1.988,41.7409,4.0,,
가로림연안4_연안,2015-02-15,126.3336111,36.9225,384.477,32.098,3.4265,1.02,15.2,10.7262,8.2,368.7,1.89,23.901,168.588,1.5,172.9,1.43104,2.422,40.5083,8.0,,
가로림연안5_연안,2015-05-10,126.3225,36.97083333,315.707,31.9104,9.3527,3.976,22.0,10.274,8.16,84.7,2.632,13.392,133.518,1.1,138.32,1.11111,2.17,31.7549,4.0,,
감포연안1_연안,2015-11-15,129.5108333,35.79805556,289.576,33.471,15.5513,0.1536,4.4,8.44459,8.22,376.6,13.02,13.702,90.72,3.0,107.002,0.879674,3.262,22.1827,6.0,,
강릉연안7_연안,2015-11-21,128.9952778,37.75083333,187.378,32.8406,13.7353,0.776,1.5,9.20814,8.2,222.516,2.24,5.177,31.458,11.0,46.452,0.930424,12.754,10.4451,4.0,,
거제도남안1_연안,2015-11-10,128.5580556,34.81333333,281.117,31.6625,16.8055,3.70667,8.7,8.92851,8.08,761.628,4.424,16.244,23.954,3.8,46.158,1.56198,17.78,25.9169,4.0,,
가로림연안1_연안,2016-02-01,126.3269444,36.94638889,423.8,32.05,3.88,2.42,9.4,11.42,8.27,472.9,1.1,22.3,179.2,0.5,183.8,1.21,3.4,43.4,4.0,,
가로림연안4_연안,2016-02-01,126.3336111,36.9225,410.9,32.03,3.9,3.96,11.4,11.48,8.3,474.6,1.3,20.3,152.4,0.5,156.4,1.04,2.7,21.7,8.0,,
가로림연안5_연안,2016-05-01,126.3225,36.97083333,421.1,31.98,11.58,1.39,10.2,8.84,8.1,335.3,6.2,17.9,187.0,2.0,197.8,0.7,4.6,42.2,4.0,,
감포연안1_연안,2016-11-01,129.5108333,35.79805556,216.8,33.3,18.28,1.7,4.1,7.54,8.04,298.8,9.2,9.2,60.4,7.5,73.8,1.07,4.2,19.9,6.0,,
강릉연안7_연안,2016-11-01,128.9952778,37.75083333,167.0,33.34,12.86,0.4,3.8,8.38,8.27,140.6,1.4,4.4,14.3,18.0,28.6,0.97,12.9,10.3,4.0,,
거제도남안1_연안,2016-11-01,128.5580556,34.81333333,345.1,32.24,17.32,0.49,10.4,6.91,7.97,668.1,24.6,22.0,101.5,4.0,162.5,1.08,36.4,34.6,4.0,,
가로림연안1_연안,2017-02-07 16:34:00,126.3269444,36.94638889,280.5,32.18,4.52,0.55,,10.67,8.15,,1.7,,,1.1,159.1,1.59,2.1,31.5,4.0,,18.4
가로림연안4_연안,2017-02-07 16:19:00,126.3336111,36.9225,275.3,32.18,4.53,0.49,,10.67,8.15,,1.7,,,1.2,164.8,1.75,2.5,29.3,8.0,,12.8
가로림연안5_연안,2017-05-18 08:51:00,126.3225,36.97083333,304.3,32.06,11.43,3.26,,10.07,8.1,65.1,3.7,,,2.1,133.6,1.44,0.3,28.7,4.0,,10.9
감포연안1_연안,2017-11-17 11:10:00,129.5108333,35.79805556,134.2,33.51,17.07,1.16,,7.73,8.17,,3.5,,,9.5,53.4,1.42,3.5,19.4,6.0,,4.3
강릉연안7_연안,2017-11-24 13:10:00,128.9952778,37.75083333,107.8,33.77,16.31,0.73,,7.97,8.28,,3.8,,36.6,13.2,49.4,1.0,9.1,19.9,4.0,,2.8
거제도남안1_연안,2017-11-13 11:17:00,128.5580556,34.81333333,201.0,33.03,16.44,1.15,,8.28,8.0,,9.1,,34.3,7.5,61.2,1.26,17.7,27.8,4.0,,3.0
가막만1_환경관리,2007-08-01,127.73417,34.7225,296.0,31.34,26.75,3.66,104.4,6.97,8.08,142.0,2.0,3.0,80.0,2.5,98.0,0.78,15.0,25.0,8.0,,
가막만2_환경관리,2007-11-01,127.68833,34.68917,832.0,32.08,17.09,3.74,8.4,5.6,8.17,362.0,13.0,4.0,79.0,3.0,112.0,0.77,19.0,63.0,4.0,,
강릉연안1_연안,2007-11-01,128.9616667,37.78166667,290.111,33.9,15.47,0.499,3.8,7.60273,7.95,299.071,3.217,8.176,31.63,8.0,48.259,1.51818,13.412,21.331,6.0,,
거제도동안H2_항만,2007-08-01,128.7272222,34.86472222,263.274,32.63,24.4,1.8983,4.4,8.58863,7.8,116.986,7.31872,15.6975,41.0968,2.0,75.4203,1.61666,27.0047,50.7709,4.0,,
거진연안1_연안,2007-11-01,128.5055556,38.40833333,146.182,33.51,14.21,0.23,4.8,8.06141,7.98,259.051,0.571,1.397,14.469,11.0,29.75,0.519376,14.71,15.0,4.0,,
가막만1_환경관리,2008-08-01,127.73417,34.7225,602.0,32.76,25.74,8.92,13.2,5.7,7.92,524.0,5.544,8.0,36.0,1.6,56.544,0.82,15.0,39.0,8.0,,
가막만2_환경관리,2008-11-01,127.68833,34.68917,761.0,32.85,17.05,3.43,10.8,3.48,8.22,318.0,1.0,2.0,21.0,3.9,38.0,0.81,17.0,27.0,4.0,,
강릉연안2_연안,2008-05-01,128.9555556,37.78,195.261,34.2,11.79,3.24,2.4,9.7743,7.97,14.3025,2.7852,3.2628,4.25928,5.0,21.1959,1.42,14.1514,21.3949,5.0,,
거진연안1_연안,2008-11-01,128.5055556,38.40833333,157.497,33.69,14.1,1.046,6.6,7.92639,8.1,227.16,4.866,12.485,71.483,10.0,86.22,0.946667,9.871,24.192,4.0,,
거진연안2_연안,2008-11-01,128.4597222,38.44027778,193.2,33.18,13.5,0.752,5.6,8.8416,8.11,370.925,5.022,14.149,99.525,9.0,115.316,1.50667,10.769,17.206,4.0,,
가막만1_환경관리,2009-08-01,127.73417,34.7225,518.0,,25.22,15.52,9.2,6.87,8.22,511.0,15.0,6.0,172.0,2.4,235.0,1.66,48.0,40.0,8.0,,
가막만2_환경관리,2009-11-01,127.68833,34.68917,475.0,31.64,16.56,2.59,14.0,8.51,8.1,131.0,1.0,8.0,37.0,2.8,56.0,1.17,18.0,41.0,4.0,,
강구연안2_연안,2009-02-01,129.3975,36.35,335.738,34.28,9.93,1.128,2.4,8.29898,8.18,404.127,4.819,16.514,134.236,10.0,145.857,0.938667,6.802,17.787,7.0,,
거제도동안3_연안,2009-05-01,128.7744444,34.76805556,219.615,34.17,14.2,3.64712,6.05,8.91265,8.11,180.326,0.617294,7.8988,41.8912,7.0,90.6644,1.13008,48.1559,12.5668,4.0,,
거제도동안4_연안,2009-05-01,128.7502778,34.87916667,212.094,33.74,15.56,7.02519,11.05,10.1627,8.22,76.9611,0.29608,13.0634,8.69917,3.0,35.951,1.69512,26.9557,14.1629,4.0,,
가막만1_환경관리,2010-08-01,127.73417,34.7225,86.0,31.6,24.85,10.01,6.0,7.48,8.04,330.0,0.0,0.0,3.0,1.5,4.0,1.14,1.0,26.0,8.0,,
가막만2_환경관리,2010-11-01,127.68833,34.68917,194.0,31.67,14.56,13.17,9.8,9.59,8.0,312.0,2.0,6.0,2.0,1.7,4.0,0.81,0.0,23.0,4.0,,
강구연안2_연안,2010-05-01,129.3975,36.35,278.332,33.9,13.4,3.82,14.2,10.891,8.27,23.0,1.0,1.0,6.0,4.5,13.0,1.09333,6.0,36.0,6.0,,
거제도동안3_연안,2010-11-01,128.7744444,34.76805556,231.818,33.262,16.7405,1.56198,0.8,7.62932,8.1,318.639,9.85137,10.331,92.9696,8.5,107.0,1.03522,4.179,29.1625,4.0,,
거제도동안4_연안,2010-11-01,128.7502778,34.87916667,272.89,32.9783,15.9422,2.75029,2.25,7.84446,8.06,450.213,13.8653,17.8619,84.5159,5.0,103.844,1.21597,5.4628,40.679,4.0,,
가막만1_환경관리,2011-08-12,127.73417,34.7225,305.095,28.1212,26.1894,11.629,8.4,5.54082,8.151,783.888,8.82,8.3545,100.317,2.8,156.114,2.35324,46.977,34.844,8.0,,
가막만2_환경관리,2011-11-10,127.68833,34.68917,170.732,31.9491,18.7838,3.799,7.0,6.81051,8.02,154.378,1.736,5.0685,3.29,5.0,7.756,0.943963,2.73,16.5688,4.0,,
강구연안2_연안,2011-02-23,129.3975,36.35,362.56,34.22,10.52,1.305,1.2,9.07314,8.19,169.596,3.948,13.051,51.268,13.0,92.596,0.296906,37.38,51.212,7.0,,
거제도동안2_연안,2011-05-17,128.6797222,34.79861111,160.282,34.207,14.62,1.3368,3.3,9.66071,8.34,33.147,0.709764,7.48366,2.2032,4.0,12.9665,0.826201,10.0535,26.0491,4.0,,
거제도동안3_연안,2011-05-17,128.7744444,34.76805556,219.938,34.232,14.5,2.4678,4.2,8.38303,8.33,101.552,2.67205,7.79548,8.18407,3.5,34.8182,0.986111,23.9621,28.9607,4.0,,
가막만1_환경관리,2012-08-10,127.73417,34.7225,354.9,31.82,26.69,3.94,15.0,5.7,8.0,454.5,9.8,19.5,24.8,1.5,91.6,1.38,57.0,34.7,8.0,,
가막만2_환경관리,2012-11-08,127.68833,34.68917,193.6,,14.66,3.99,5.1,8.36,8.24,169.2,1.2,2.5,3.3,2.5,9.8,1.3,5.3,21.3,4.0,,
강구연안2_연안,2012-08-11,129.3975,36.35,135.4,32.63,27.11,0.81,3.0,6.86,8.18,421.4,4.4,1.3,8.3,9.0,15.4,1.33,2.6,15.0,5.0,,
거제도동안H1_항만,2012-08-07,128.7155556,34.88527778,182.9,31.5,25.8,1.98,11.5,7.63,8.15,30.2,1.5,3.7,4.4,3.4,13.1,1.99,7.1,21.8,4.0,,
거진연안1_연안,2012-05-06,128.5055556,38.40833333,171.7,34.02,13.65,1.31,4.0,8.88,8.18,70.6,0.1,2.6,2.2,6.0,2.7,0.74,0.4,14.1,4.0,,
가막만1_환경관리,2013-08-12,127.73417,34.7225,174.8,32.72,24.85,2.44,5.3,5.79,7.97,729.4,1.0,6.5,3.1,2.0,9.1,0.85,5.0,23.2,8.0,,
가막만2_환경관리,2013-11-12,127.68833,34.68917,200.9,32.29,17.66,0.7,7.8,7.62,8.18,200.3,4.0,10.5,11.3,1.6,17.2,1.14,1.8,24.8,4.0,,
강구연안2_연안,2013-05-20,129.3975,36.35,121.8,33.88,15.0,2.0,13.7,9.6,8.13,25.7,0.3,2.3,2.1,5.0,8.4,0.82,6.0,5.7,6.0,,
거제도동안3_연안,2013-11-03,128.7744444,34.76805556,133.6,33.75,21.07,1.13,0.6,6.96,8.18,126.4,5.8,4.4,21.5,10.3,31.0,0.83,3.8,13.3,4.0,,
거제도동안4_연안,2013-11-03,128.7502778,34.87916667,228.3,32.59,19.67,4.72,1.9,7.84,8.15,227.0,13.9,13.1,44.3,5.4,72.4,1.03,14.2,23.9,4.0,,
가로림연안1_연안,2014-02-23,126.3269444,36.94638889,342.1,31.45,4.18,1.33,4.5,11.16,8.04,363.1,1.6,23.1,109.6,1.1,114.3,0.86,3.1,33.3,4.0,,
가로림연안4_연안,2014-08-15,126.3336111,36.9225,408.6,31.24,22.3,1.19,12.8,7.07,8.11,394.2,10.5,18.6,99.4,1.3,156.3,1.23,46.4,33.0,8.0,,
가로림연안5_연안,2014-11-08,126.3225,36.97083333,334.8,32.18,16.25,1.85,19.0,7.77,8.2,180.0,28.3,14.2,39.1,1.1,71.3,0.96,3.9,31.2,4.0,,
감포연안3_연안,2014-11-10,129.4883333,35.7075,282.7,33.27,19.64,1.62,1.5,7.64,8.09,273.1,4.0,7.3,46.6,5.0,55.8,0.74,5.2,16.0,6.0,,
거제도남안4_연안,2014-11-07,128.6427778,34.67388889,298.9,32.33,18.71,1.34,22.6,7.95,8.14,498.6,11.4,17.1,113.8,4.7,125.4,0.89,0.2,25.0,4.0,,
거제도동안1_연안,2014-11-15,128.7333333,34.90944444,212.2,32.79,16.03,5.86,7.4,8.38,8.07,236.1,8.7,4.5,42.3,6.3,54.6,1.29,3.6,22.4,4.0,,
