station,date_time,longitude,latitude,depth(m),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],overlap_count,유분[mg/L],부유물질 농도[mg/L]
강릉연안6_연안,2009-08-01,129.0372222,37.71666667,80.0,253.996,33.64,7.13,0.35,2.2,9.25152,8.11,148.283,5.626,8.88734,14.4037,,24.2977,0.709333,4.268,37.3574,4.0,,
강릉연안7_연안,2009-05-01,128.9952778,37.75083333,37.0,194.066,33.99,10.71,3.18,5.4,9.08978,8.12,221.147,1.454,6.867,31.666,,34.656,0.469333,1.536,20.559,4.0,,
가막만1_환경관리,2010-02-01,127.73417,34.7225,10.0,128.0,32.87,5.03,4.81,10.8,11.06,8.11,130.0,3.0,4.0,49.0,,63.0,0.28,11.0,17.0,8.0,,
강릉연안7_연안,2010-02-01,128.9952778,37.75083333,33.0,308.0,33.96,5.2,0.358,11.2,9.61529,8.07,350.0,2.0,21.0,126.0,,138.0,0.6453,10.0,23.0,4.0,,
강릉연안7_연안,2010-11-01,128.9952778,37.75083333,35.0,320.608,33.91,8.52,0.52,5.0,6.93641,8.05,382.0,6.0,25.0,156.0,,260.0,0.298667,98.0,53.0,4.0,,
가막만1_환경관리,2011-02-22,127.73417,34.7225,10.0,175.093,33.6363,6.2848,6.264,19.9,11.3692,8.20225,129.024,0.784,7.657,3.878,,29.96,1.44634,25.298,30.225,8.0,,
강릉연안6_연안,2011-08-04,129.0372222,37.71666667,80.0,293.426,33.7329,3.439,0.435,2.6,10.0299,8.16,129.948,5.39,10.2455,27.384,,50.295,0.271908,17.521,18.941,4.0,,
강릉연안7_연안,2011-05-03,128.9952778,37.75083333,37.0,262.603,34.12,6.56,0.4378,4.8,9.05719,8.13,340.435,3.22896,19.3752,95.1467,,125.937,1.02667,27.5618,48.9389,4.0,,
가막만1_환경관리,2012-02-29,127.73417,34.7225,14.0,160.7,33.8,5.61,1.74,7.6,10.71,8.23,89.5,0.8,0.2,8.2,,10.4,1.51,1.4,14.2,8.0,,
강릉연안7_연안,2012-08-08,128.9952778,37.75083333,32.0,127.8,34.09,14.91,0.81,4.6,7.94,8.15,14.4,1.4,1.9,12.7,,16.4,0.78,2.2,15.7,4.0,,
거제도남안1_연안,2012-05-07,128.5580556,34.81333333,9.4,206.6,33.98,15.13,3.95,4.8,9.07,8.24,226.6,0.0,2.4,0.3,,1.7,3.68,1.4,21.6,4.0,,
가막만1_환경관리,2013-02-23,127.73417,34.7225,18.0,193.1,32.97,7.43,9.91,9.0,10.66,8.4,37.9,1.9,3.9,10.7,,26.7,1.36,14.2,27.0,8.0,,
강릉연안7_연안,2013-02-21,128.9952778,37.75083333,35.0,200.5,34.17,9.34,2.46,1.4,8.74,8.02,271.6,4.1,10.4,85.5,,95.8,0.78,6.2,14.2,4.0,,
강릉연안7_연안,2013-11-08,128.9952778,37.75083333,40.0,257.9,34.07,8.25,0.87,6.7,6.37,8.02,428.0,9.2,26.6,149.6,,173.6,0.47,14.8,35.8,4.0,,
가로림연안1_연안,2014-02-23,126.3269444,36.94638889,11.0,351.4,31.47,4.16,1.54,6.1,11.11,8.04,356.8,1.4,23.1,105.8,,108.1,1.6,0.9,33.4,4.0,,
가로림연안4_연안,2014-02-23,126.3336111,36.9225,8.5,387.2,31.46,4.18,1.54,31.0,11.2,8.04,357.3,1.4,23.6,106.5,,109.0,1.15,1.1,32.0,8.0,,
강릉연안5_연안,2014-05-25,129.0808333,37.66444444,80.0,388.1,33.97,3.0,0.07,7.1,9.6,7.95,418.9,1.3,28.0,141.7,,148.6,0.96,5.6,31.1,4.0,,
강릉연안6_연안,2014-02-25,129.0372222,37.71666667,95.0,358.8,33.94,3.21,0.03,1.9,7.57,8.04,413.6,1.0,20.5,127.9,,130.2,0.1,1.3,26.5,4.0,,
가로림연안1_연안,2015-02-15,126.3269444,36.94638889,19.2,376.098,32.0832,3.5387,1.012,15.4,10.5407,8.19,376.77,1.778,22.258,183.358,,187.278,1.49709,2.142,39.2779,4.0,,
가로림연안4_연안,2015-02-15,126.3336111,36.9225,13.2,392.294,32.101,3.3743,1.096,26.0,10.7262,8.18,367.84,1.806,21.545,176.176,,179.578,1.39802,1.596,46.1881,8.0,,
강릉연안4_연안,2015-02-11,128.9316667,37.80638889,23.0,215.998,34.0846,5.3668,2.44,2.1,10.5019,8.13,183.32,2.786,8.835,59.5,,67.242,0.682346,4.956,17.4282,4.0,,
강릉연안4_연안,2015-11-21,128.9316667,37.80638889,22.0,166.429,33.2355,13.9451,0.498,1.6,8.82578,8.19,171.052,2.562,4.402,21.028,,36.078,1.06576,12.488,10.4144,4.0,,
가로림연안1_연안,2016-02-01,126.3269444,36.94638889,16.0,458.7,32.04,3.87,1.85,10.0,11.42,8.28,528.9,1.3,22.9,175.9,,181.4,1.16,4.1,48.4,4.0,,
가로림연안4_연안,2016-02-01,126.3336111,36.9225,11.0,434.4,32.07,3.88,3.71,23.0,11.66,8.31,436.3,2.0,16.0,131.0,,135.4,1.21,2.4,17.1,8.0,,
강릉연안4_연안,2016-02-01,128.9316667,37.80638889,24.0,228.7,33.9,6.09,1.47,19.0,10.83,8.24,222.7,2.6,8.5,64.6,,80.4,0.41,13.2,15.0,4.0,,
강릉연안4_연안,2016-11-01,128.9316667,37.80638889,22.0,153.2,33.25,12.43,0.94,7.8,8.53,8.3,100.2,1.3,4.0,10.8,,18.0,0.6,6.0,9.7,4.0,,
가막만1_환경관리,2007-02-01,127.73417,34.7225,10.0,796.0,33.62,7.4,1.93,8.0,7.9,8.22,319.0,6.0,16.0,219.0,,244.0,1.18,19.0,23.0,8.0,,
가막만2_환경관리,2007-05-01,127.68833,34.68917,5.0,642.0,34.0,16.29,4.54346,12.4,9.34,8.26,166.984,1.904,18.1691,58.296,,68.88,0.687862,8.68,53.0,4.0,,
강구연안2_연안,2007-05-01,129.3975,36.35,25.0,213.357,33.97,7.0,0.22844,4.2,8.89,7.75,450.769,2.81263,28.6026,85.0,,101.022,0.4994,13.2095,38.7883,6.0,,
거제도동안1_연안,2007-11-01,128.7333333,34.90944444,25.0,227.0,33.49,16.63,3.57,3.6,7.54,7.85,200.0,7.0,30.0,50.0,,79.0,1.44,22.0,30.0,4.0,,
거제도동안2_연안,2007-11-01,128.6797222,34.79861111,18.0,259.0,33.76,16.86,0.75,4.1,6.44,7.81,444.0,3.0,34.0,126.0,,139.0,1.23,10.0,34.0,4.0,,
가막만1_환경관리,2008-02-01,127.73417,34.7225,10.0,745.0,33.68,4.06,7.4,12.6,10.53,8.2,42.0,0.0,6.0,76.0,,97.0,1.15,21.0,21.0,8.0,,
가막만2_환경관리,2008-05-01,127.68833,34.68917,5.0,474.0,33.97,16.93,2.39,26.0,6.79,8.13,34.0,1.0,1.0,69.0,,89.0,1.2,19.0,38.0,4.0,,
강구연안2_연안,2008-08-01,129.3975,36.35,24.0,129.04,33.74,14.18,,,8.08,7.9,46.7946,0.363375,8.84088,11.1464,,26.8112,1.03875,15.3015,21.5023,5.0,,
거제도동안2_연안,2008-05-01,128.6797222,34.79861111,17.0,242.0,34.38,14.26,1.31,8.1,8.46,8.09,205.0,1.0,10.0,10.0,,18.0,1.26,8.0,25.0,4.0,,
거제도동안3_연안,2008-05-01,128.7744444,34.76805556,66.0,243.0,34.37,14.15,0.81,7.1,8.56,8.07,189.0,3.0,9.0,13.0,,36.0,1.42,20.0,39.0,4.0,,
가막만1_환경관리,2009-02-01,127.73417,34.7225,10.0,682.8,33.46,7.17,3.47,20.4,8.6,7.92,138.0,2.0,11.0,20.0,,33.0,0.54,11.0,29.0,8.0,,
가막만2_환경관리,2009-05-01,127.68833,34.68917,5.0,479.0,33.71,18.89,4.04,74.8,8.25,8.06,359.0,1.0,6.0,34.0,,46.0,0.66,11.0,24.0,4.0,,
감포연안4_연안,2009-11-01,129.5005556,35.74638889,35.0,190.0,33.1,16.45,0.616,4.4,7.59018,8.11,290.0,10.0,13.0,80.0,,115.0,0.704,25.0,35.0,7.0,,
거제도남안3_연안,2009-05-01,128.5402778,34.72277778,39.0,366.0,33.92,14.28,1.5564,2.0,8.28,8.11,179.0,11.0,2.0,24.0,,48.0,0.18,13.0,25.0,4.0,,
거제도남안4_연안,2009-05-01,128.6427778,34.67388889,86.0,354.0,33.88,14.05,1.0946,3.0,8.36,8.1,189.0,5.0,5.0,43.0,,61.0,0.3,13.0,21.0,4.0,,
가막만1_환경관리,2010-02-01,127.73417,34.7225,10.0,128.0,32.87,5.03,4.81,10.8,11.06,8.11,130.0,3.0,4.0,49.0,,63.0,0.28,11.0,17.0,8.0,,
가막만2_환경관리,2010-05-01,127.68833,34.68917,5.0,90.0,33.35,17.24,1.75,13.6,8.55,8.23,67.0,2.0,5.0,15.0,,22.0,0.82,5.0,12.0,4.0,,
감포연안4_연안,2010-11-01,129.5005556,35.74638889,35.0,412.407,33.84,14.53,0.844,16.8,6.48993,8.14,449.0,6.0,22.0,139.0,,220.0,0.48,75.0,52.0,6.0,,
거제도남안3_연안,2010-11-01,128.5402778,34.72277778,35.0,198.786,33.05,18.15,1.2091,9.6,5.64,7.67,369.454,10.5434,6.1628,71.4056,,90.7326,1.0,8.7836,29.2175,4.0,,
거제도남안4_연안,2010-11-01,128.6427778,34.67388889,75.0,105.542,33.03,18.4,0.8421,12.2,5.65,7.76,300.782,9.8014,5.7412,55.8712,,74.4324,0.68,8.7598,24.8217,4.0,,
가막만1_환경관리,2011-02-22,127.73417,34.7225,10.0,175.093,33.6363,6.2848,6.264,19.9,11.3692,8.20225,129.024,0.784,7.657,3.878,,29.96,1.44634,25.298,30.225,8.0,,
가막만2_환경관리,2011-05-19,127.68833,34.68917,5.0,244.38,33.6332,17.5129,4.205,7.5,6.12811,7.944,572.259,1.03161,8.65555,13.3572,,48.9951,0.749464,34.6063,21.1552,4.0,,
감포연안4_연안,2011-11-12,129.5005556,35.74638889,35.0,369.663,32.9753,14.0377,0.667,3.8,6.82479,8.16,482.608,6.055,23.405,93.646,,131.915,0.282853,32.214,26.536,7.0,,
거제도남안2_연안,2011-11-09,128.52,34.78083333,13.0,257.055,33.04,18.09,2.0534,3.0,6.50667,8.02,657.44,13.419,26.5515,41.251,,100.128,0.559978,45.458,28.5422,4.0,,
거제도남안3_연안,2011-11-07,128.5402778,34.72277778,39.0,293.2,33.47,16.55,0.78,9.4,4.58,8.04,444.2,6.3,21.1,94.7,,112.1,0.13,11.2,28.0,4.0,,
가막만1_환경관리,2012-02-29,127.73417,34.7225,14.0,160.7,33.8,5.61,1.74,7.6,10.71,8.23,89.5,0.8,0.2,8.2,,10.4,1.51,1.4,14.2,8.0,,
가막만2_환경관리,2012-05-11,127.68833,34.68917,7.0,205.9,33.21,17.3,4.0,18.6,9.15,8.36,2.9,0.1,0.9,0.1,,0.2,1.58,0.0,23.2,4.0,,
감포연안4_연안,2012-11-25,129.5005556,35.74638889,38.0,213.2,33.39,14.64,0.67,1.0,6.95,8.01,402.2,9.9,15.7,111.6,,128.2,0.36,6.7,18.4,5.0,,
거제도동안1_연안,2012-05-07,128.7333333,34.90944444,20.0,198.1,34.05,13.37,5.74,4.5,8.01,8.3,238.6,11.0,0.2,24.3,,66.4,0.8,31.1,19.9,4.0,,
거제도동안2_연안,2012-05-08,128.6797222,34.79861111,22.0,208.4,34.15,31.75,1.33,3.6,9.89,8.22,190.7,4.0,1.8,17.6,,38.8,0.96,17.2,13.6,4.0,,
가막만1_환경관리,2013-02-23,127.73417,34.7225,18.0,193.1,32.97,7.43,9.91,9.0,10.66,8.4,37.9,1.9,3.9,10.7,,26.7,1.36,14.2,27.0,8.0,,
가막만2_환경관리,2013-05-22,127.68833,34.68917,5.0,62.2,33.18,19.61,0.49,8.5,8.23,8.13,89.3,0.3,0.5,0.2,,1.2,1.24,0.7,5.2,4.0,,
감포연안4_연안,2013-11-15,129.5005556,35.74638889,37.0,186.5,33.88,17.29,1.74,2.9,7.77,8.14,323.6,7.5,13.8,80.8,,91.9,0.61,3.6,17.7,6.0,,
거제도남안3_연안,2013-11-03,128.5402778,34.72277778,38.5,190.6,33.55,20.34,0.98,2.8,6.15,8.11,338.9,18.0,13.4,63.6,,86.9,0.89,5.4,14.1,4.0,,
거제도남안4_연안,2013-11-03,128.6427778,34.67388889,84.5,253.2,33.75,19.03,0.97,3.3,5.73,8.08,405.0,8.9,17.5,98.5,,112.1,1.57,4.7,49.7,4.0,,
가로림연안1_연안,2014-02-23,126.3269444,36.94638889,11.0,351.4,31.47,4.16,1.54,6.1,11.11,8.04,356.8,1.4,23.1,105.8,,108.1,1.6,0.9,33.4,4.0,,
가로림연안4_연안,2014-02-23,126.3336111,36.9225,8.5,387.2,31.46,4.18,1.54,31.0,11.2,8.04,357.3,1.4,23.6,106.5,,109.0,1.15,1.1,32.0,8.0,,
가로림연안5_연안,2014-05-23,126.3225,36.97083333,8.0,469.4,31.31,11.22,2.73,12.8,9.47,8.05,209.9,4.5,15.0,169.1,,184.6,0.83,10.9,25.3,4.0,,
감포연안3_연안,2014-02-20,129.4883333,35.7075,34.0,211.9,34.5,12.74,0.84,1.2,8.84,8.27,269.8,6.2,11.8,59.1,,70.4,0.44,5.1,24.4,6.0,,
거제도남안2_연안,2014-02-24,128.52,34.78083333,9.5,220.3,34.35,9.72,6.77,3.8,10.05,8.33,327.2,1.0,7.4,1.8,,6.4,0.71,3.7,26.4,4.0,,
거제도남안3_연안,2014-02-24,128.5402778,34.72277778,38.0,214.8,34.36,10.87,1.8,3.3,8.91,8.22,258.9,4.8,11.0,43.7,,51.8,0.4,3.3,20.5,4.0,,
가로림연안1_연안,2015-02-15,126.3269444,36.94638889,19.2,376.098,32.0832,3.5387,1.012,15.4,10.5407,8.19,376.77,1.778,22.258,183.358,,187.278,1.49709,2.142,39.2779,4.0,,
가로림연안4_연안,2015-02-15,126.3336111,36.9225,13.2,392.294,32.101,3.3743,1.096,26.0,10.7262,8.18,367.84,1.806,21.545,176.176,,179.578,1.39802,1.596,46.1881,8.0,,
가로림연안5_연안,2015-05-10,126.3225,36.97083333,16.9,402.398,31.9133,9.33316,4.48,27.4,10.2383,8.17,80.388,2.688,13.392,114.352,,117.25,1.24511,0.21,39.7439,4.0,,
감포연안1_연안,2015-11-15,129.5108333,35.79805556,33.0,317.002,33.5691,15.7292,0.214,3.2,7.99227,8.2,395.052,12.166,14.601,94.528,,126.336,0.89659,19.642,20.6156,6.0,,
강릉연안7_연안,2015-11-21,128.9952778,37.75083333,38.0,184.128,33.5101,13.5983,0.25,5.0,8.73921,8.19,173.964,2.814,6.076,22.624,,40.502,0.558254,15.064,12.3234,4.0,,
거제도남안1_연안,2015-11-10,128.5580556,34.81333333,8.5,310.559,32.7858,17.1092,1.352,3.7,7.42236,8.0,873.768,5.222,17.608,23.884,,69.426,0.969897,40.32,24.2783,4.0,,
가로림연안1_연안,2016-02-01,126.3269444,36.94638889,16.0,458.7,32.04,3.87,1.85,10.0,11.42,8.28,528.9,1.3,22.9,175.9,,181.4,1.16,4.1,48.4,4.0,,
가로림연안4_연안,2016-02-01,126.3336111,36.9225,11.0,434.4,32.07,3.88,3.71,23.0,11.66,8.31,436.3,2.0,16.0,131.0,,135.4,1.21,2.4,17.1,8.0,,
가로림연안5_연안,2016-05-01,126.3225,36.97083333,16.5,346.8,32.01,11.07,1.07,13.3,8.87,8.11,335.4,5.6,14.8,187.1,,200.7,0.64,8.0,36.0,4.0,,
감포연안1_연안,2016-11-01,129.5108333,35.79805556,16.0,202.3,33.39,18.29,0.41,5.5,7.31,8.03,302.7,9.1,10.4,62.7,,76.5,0.81,4.7,17.5,6.0,,
강릉연안7_연안,2016-11-01,128.9952778,37.75083333,31.0,152.5,33.32,12.74,0.48,7.9,8.37,8.28,121.7,1.4,5.8,12.9,,26.9,0.76,12.5,11.3,4.0,,
거제도남안1_연안,2016-11-01,128.5580556,34.81333333,9.5,319.7,32.05,16.56,2.04,10.2,7.5,7.96,616.4,20.0,19.2,87.3,,140.9,1.15,33.7,30.6,4.0,,
가로림연안1_연안,2017-02-07,126.3269444,36.94638889,17.0,301.7,32.18,4.5,0.56,,10.63,8.2,,1.7,,,,162.6,1.87,1.8,32.1,4.0,,39.4
가로림연안4_연안,2017-02-07,126.3336111,36.9225,20.0,278.4,32.18,4.53,0.54,,10.45,8.2,,1.8,,,,166.3,1.72,3.2,31.2,8.0,,16.2
가로림연안5_연안,2017-05-18,126.3225,36.97083333,15.0,295.2,32.06,11.41,3.3,,10.02,8.09,62.9,3.4,,,,131.1,1.63,0.1,30.1,4.0,,12.4
감포연안1_연안,2017-11-17,129.5108333,35.79805556,29.0,250.7,34.16,15.31,0.25,,5.56,8.04,,3.9,,,,153.6,1.26,3.4,29.5,6.0,,5.8
강릉연안7_연안,2017-11-24,128.9952778,37.75083333,30.0,172.4,33.82,14.62,0.45,,7.43,8.23,,6.9,,,,84.0,0.78,8.1,21.8,4.0,,2.4
거제도남안1_연안,2017-11-13,128.5580556,34.81333333,8.5,174.1,33.02,16.27,1.26,,6.71,8.0,,9.4,,31.0,,55.2,1.83,14.8,23.3,4.0,,2.9
